import time: self [us] | cumulative | imported package
import time:       476 |        476 |                                                       torch._functorch._aot_autograd.subclass_utils
import time:       648 |      32842 |                                                     torch._functorch._aot_autograd.collect_metadata_analysis
import time:      3731 |       3731 |                                                       torch._decomp.decompositions_for_rng
import time:       532 |        532 |                                                       torch._functorch._aot_autograd.logging_utils
import time:      2654 |       6916 |                                                     torch._functorch._aot_autograd.graph_capture_wrappers
import time:       574 |        574 |                                                     torch._functorch._aot_autograd.input_output_analysis
import time:     13787 |      54118 |                                                   torch._functorch._aot_autograd.runtime_wrappers
import time:      1376 |      55494 |                                                 torch._dynamo.compiled_autograd
import time:      7570 |       7570 |                                                 torch._dynamo._trace_wrapped_higher_order_op
import time:      1803 |      64865 |                                               torch._dynamo.variables.tensor
import time:      1569 |       1569 |                                                 torch._dynamo.variables.ctx_manager
import time:       709 |       2277 |                                               torch._dynamo.variables.torch_function
import time:      1722 |      70505 |                                             torch._dynamo.codegen
import time:      1169 |     250145 |                                           torch._dynamo.side_effects
import time:      1461 |       1461 |                                           torch._dynamo.variables.builtin
import time:       351 |        351 |                                           torch._dynamo.variables.distributed
import time:      2121 |       2121 |                                             torch._dynamo.variables.invoke_subgraph
import time:      4886 |       7007 |                                           torch._dynamo.variables.higher_order_ops
import time:       468 |        468 |                                           torch._dynamo.variables.optimizer
import time:       301 |        301 |                                           torch._dynamo.variables.sdpa
import time:     14361 |      14361 |                                           torch._dynamo.variables.streams
import time:      1888 |       1888 |                                           torch._dynamo.variables.torch
import time:      2892 |     286588 |                                         torch._dynamo.variables.builder
import time:      1101 |     332851 |                                       torch._dynamo.variables.base
import time:       409 |     333259 |                                     torch._dynamo.variables
import time:      8859 |     388325 |                                   torch._dynamo.trace_rules
import time:       490 |        490 |                                         torch._dynamo.graph_region_tracker
import time:       809 |       1298 |                                       torch._dynamo.graph_deduplication
import time:       962 |        962 |                                       torch._dynamo.graph_id_filter
import time:      6137 |       8396 |                                     torch._dynamo.output_graph
import time:       906 |       9302 |                                   torch._dynamo.comprehension_graph_break
import time:       207 |        207 |                                   torch._dynamo.funcname_cache
import time:     15658 |     841847 |                                 torch._dynamo.symbolic_convert
import time:       405 |        405 |                                   torch._dynamo.comptime
import time:      3041 |       3445 |                                 torch._dynamo.decorators
import time:       597 |        597 |                                 torch._dynamo.cache_size
import time:      5234 |     870333 |                               torch._dynamo.convert_frame
import time:      6573 |       6573 |                               torch._dynamo.package
import time:      3084 |     879988 |                             torch._dynamo.aot_compile
import time:      1563 |       1563 |                             torch._dynamo.bytecode_debugger
import time:      1191 |       1191 |                             torch._dynamo.functional_export
import time:       380 |        380 |                               torch._functorch.make_functional
import time:     29400 |      29780 |                             torch._dynamo.polyfills.loader
import time:       425 |     912944 |                           torch._dynamo
import time:        33 |     912977 |                         torch._dynamo.utils
import time:       306 |     913282 |                       torchvision.ops.roi_align
import time:       454 |     913736 |                     torchvision.ops.poolers
import time:       522 |        522 |                     torchvision.ops.ps_roi_align
import time:       324 |        324 |                     torchvision.ops.ps_roi_pool
import time:       221 |        221 |                     torchvision.ops.roi_pool
import time:       194 |        194 |                     torchvision.ops.stochastic_depth
import time:       587 |     948918 |                   torchvision.ops
import time:        46 |     948964 |                 torchvision.ops.misc
import time:      1141 |     950105 |               torchvision.models.convnext
import time:      1558 |       1558 |               torchvision.models.densenet
import time:      3870 |       3870 |               torchvision.models.efficientnet
import time:       887 |        887 |               torchvision.models.googlenet
import time:       750 |        750 |               torchvision.models.inception
import time:       954 |        954 |               torchvision.models.mnasnet
import time:       448 |        448 |                 torchvision.models.mobilenetv2
import time:       611 |        611 |                 torchvision.models.mobilenetv3
import time:       204 |       1262 |               torchvision.models.mobilenet
import time:      3761 |       3761 |               torchvision.models.regnet
import time:      3943 |       3943 |               torchvision.models.resnet
import time:       937 |        937 |               torchvision.models.shufflenetv2
import time:       547 |        547 |               torchvision.models.squeezenet
import time:      1284 |       1284 |               torchvision.models.vgg
import time:      2146 |       2146 |               torchvision.models.vision_transformer
import time:      1681 |       1681 |               torchvision.models.swin_transformer
import time:       793 |        793 |               torchvision.models.maxvit
import time:       403 |        403 |                   torchvision.models.detection._utils
import time:       130 |        130 |                     torchvision.models.detection.image_list
import time:       392 |        521 |                   torchvision.models.detection.anchor_utils
import time:       431 |        431 |                   torchvision.models.detection.backbone_utils
import time:       272 |        272 |                   torchvision.models.detection.generalized_rcnn
import time:       885 |        885 |                   torchvision.models.detection.roi_heads
import time:       396 |        396 |                   torchvision.models.detection.rpn
import time:       374 |        374 |                   torchvision.models.detection.transform
import time:      1661 |       4939 |                 torchvision.models.detection.faster_rcnn
import time:       705 |        705 |                 torchvision.models.detection.fcos
import time:       530 |        530 |                 torchvision.models.detection.keypoint_rcnn
import time:       659 |        659 |                 torchvision.models.detection.mask_rcnn
import time:       720 |        720 |                 torchvision.models.detection.retinanet
import time:       623 |        623 |                 torchvision.models.detection.ssd
import time:       501 |        501 |                 torchvision.models.detection.ssdlite
import time:       331 |       9004 |               torchvision.models.detection
import time:       165 |        165 |                   torchvision.models.optical_flow._utils
import time:       881 |       1045 |                 torchvision.models.optical_flow.raft
import time:       129 |       1174 |               torchvision.models.optical_flow
import time:       160 |        160 |                   torchvision.models.quantization.utils
import time:       528 |        688 |                 torchvision.models.quantization.googlenet
import time:       769 |        769 |                 torchvision.models.quantization.inception
import time:       512 |        512 |                   torchvision.models.quantization.mobilenetv2
import time:       829 |        829 |                   torchvision.models.quantization.mobilenetv3
import time:       165 |       1506 |                 torchvision.models.quantization.mobilenet
import time:      1155 |       1155 |                 torchvision.models.quantization.resnet
import time:       947 |        947 |                 torchvision.models.quantization.shufflenetv2
import time:       201 |       5263 |               torchvision.models.quantization
import time:       227 |        227 |                   torchvision.models.segmentation._utils
import time:       609 |        609 |                   torchvision.models.segmentation.fcn
import time:      1231 |       2066 |                 torchvision.models.segmentation.deeplabv3
import time:       459 |        459 |                 torchvision.models.segmentation.lraspp
import time:       193 |       2718 |               torchvision.models.segmentation
import time:      2159 |       2159 |                 torchvision.models.video.mvit
import time:      1332 |       1332 |                 torchvision.models.video.resnet
import time:       492 |        492 |                 torchvision.models.video.s3d
import time:       919 |        919 |                 torchvision.models.video.swin_transformer
import time:       229 |       5129 |               torchvision.models.video
import time:       724 |    1001663 |             torchvision.models
import time:       170 |        170 |             torchvision.version
import time:       468 |    1128882 |           torchvision
import time:        50 |    1128932 |         torchvision.models
import time:       482 |    1129414 |       torchvision.models.feature_extraction
import time:       493 |    2933237 |     timm.layers._fx
import time:       281 |        281 |     timm.layers.activations
import time:       288 |        288 |       timm.layers.format
import time:       298 |        586 |     timm.layers.adaptive_avgmax_pool
import time:       199 |        199 |       timm.layers.config
import time:       121 |        121 |         timm.layers.grid
import time:        99 |         99 |         timm.layers.trace_utils
import time:       633 |        852 |       timm.layers.pos_embed_sincos
import time:       316 |       1367 |     timm.layers.attention
import time:        91 |         91 |               timm.layers.helpers
import time:       172 |        263 |             timm.layers.padding
import time:       229 |        491 |           timm.layers.conv2d_same
import time:       138 |        629 |         timm.layers.mixed_conv2d
import time:       165 |        165 |         timm.layers.cond_conv2d
import time:       135 |        928 |       timm.layers.create_conv2d
import time:       586 |        586 |       timm.layers.pool2d_same
import time:       315 |       1827 |     timm.layers.attention2d
import time:       262 |        262 |         timm.layers.grn
import time:       602 |        864 |       timm.layers.mlp
import time:       293 |        293 |       timm.layers.weight_init
import time:       276 |       1432 |     timm.layers.attention_pool
import time:       195 |        195 |       timm.layers.pos_embed
import time:       438 |        632 |     timm.layers.attention_pool2d
import time:       272 |        272 |       timm.layers.typing
import time:       294 |        565 |     timm.layers.blur_pool
import time:       417 |        417 |         timm.layers.activations_me
import time:       355 |        772 |       timm.layers.create_act
import time:        74 |         74 |                 apex
import time:        27 |        100 |               apex.normalization
import time:        26 |        126 |             apex.normalization.fused_layer_norm
import time:        77 |         77 |                 apex
import time:        58 |        134 |               apex.normalization
import time:        24 |        157 |             apex.normalization.fused_layer_norm
import time:       183 |        465 |           timm.layers.fast_norm
import time:       669 |       1134 |         timm.layers.norm
import time:       186 |       1319 |       timm.layers.create_norm
import time:       381 |       2471 |     timm.layers.classifier
import time:       319 |        319 |         timm.layers.evo_norm
import time:       174 |        174 |         timm.layers.filter_response_norm
import time:       540 |        540 |         timm.layers.norm_act
import time:        75 |         75 |             inplace_abn
import time:        34 |        108 |           inplace_abn.functions
import time:       223 |        330 |         timm.layers.inplace_abn
import time:       276 |       1637 |       timm.layers.create_norm_act
import time:       268 |       1905 |     timm.layers.conv_bn_act
import time:       591 |        591 |       timm.layers.bottleneck_attn
import time:       733 |        733 |       timm.layers.cbam
import time:       308 |        308 |       timm.layers.coord_attn
import time:       198 |        198 |       timm.layers.eca
import time:       200 |        200 |       timm.layers.gather_excite
import time:       176 |        176 |       timm.layers.global_context
import time:       238 |        238 |       timm.layers.halo_attn
import time:       237 |        237 |       timm.layers.lambda_layer
import time:       212 |        212 |       timm.layers.non_local_attn
import time:       616 |        616 |       timm.layers.selective_kernel
import time:       240 |        240 |       timm.layers.split_attn
import time:       222 |        222 |       timm.layers.squeeze_excite
import time:       448 |       4414 |     timm.layers.create_attn
import time:       209 |        209 |     timm.layers.diff_attention
import time:       255 |        255 |     timm.layers.drop
import time:       495 |        495 |       timm.layers.patch_embed
import time:       375 |        869 |     timm.layers.hybrid_embed
import time:       167 |        167 |     timm.layers.layer_scale
import time:       143 |        143 |     timm.layers.linear
import time:       200 |        200 |     timm.layers.patch_dropout
import time:       120 |        120 |     timm.layers.pool1d
import time:       223 |        223 |     timm.layers.other_pool
import time:       137 |        137 |       timm.layers.interpolate
import time:       399 |        535 |     timm.layers.pos_embed_rel
import time:       189 |        189 |     timm.layers.separable_conv
import time:       173 |        173 |     timm.layers.space_to_depth
import time:       171 |        171 |     timm.layers.split_batchnorm
import time:       291 |        291 |     timm.layers.std_conv
import time:       190 |        190 |     timm.layers.test_time_pool
import time:       908 |    2953348 |   timm.layers
import time:       779 |        779 |           PIL.ImageChops
import time:       867 |       1646 |         timm.data.auto_augment
import time:       137 |        137 |           timm.data.constants
import time:       271 |        408 |         timm.data.config
import time:       175 |        175 |                     timm.utils.agc
import time:       237 |        237 |                     timm.utils.attention_extract
import time:       301 |        301 |                         timm.utils.model_ema
import time:       219 |        519 |                       timm.utils.model
import time:       233 |        752 |                     timm.utils.checkpoint_saver
import time:       124 |        124 |                     timm.utils.clip_grad
import time:        75 |         75 |                       apex
import time:       187 |        261 |                     timm.utils.cuda
import time:       116 |        116 |                     timm.utils.decay_batch
import time:       183 |        183 |                     timm.utils.distributed
import time:       122 |        122 |                     timm.utils.jit
import time:      1112 |       1112 |                       logging.handlers
import time:       328 |       1440 |                     timm.utils.log
import time:       217 |        217 |                     timm.utils.metrics
import time:       163 |        163 |                     timm.utils.misc
import time:       160 |        160 |                     timm.utils.random
import time:        96 |         96 |                       wandb
import time:       209 |        305 |                     timm.utils.summary
import time:       324 |       4572 |                   timm.utils
import time:        43 |       4614 |                 timm.utils.misc
import time:       173 |        173 |                 timm.data.readers.class_map
import time:       223 |        223 |                 timm.data.readers.img_extensions
import time:       474 |        474 |                 timm.data.readers.reader
import time:       372 |       5853 |               timm.data.readers.reader_image_folder
import time:       404 |        404 |               timm.data.readers.reader_image_in_tar
import time:       229 |       6485 |             timm.data.readers.reader_factory
import time:       144 |       6628 |           timm.data.readers
import time:       427 |       7055 |         timm.data.dataset
import time:       210 |        210 |         timm.data.dataset_factory
import time:       344 |        344 |         timm.data.dataset_info
import time:       213 |        213 |         timm.data.imagenet_info
import time:       198 |        198 |           timm.data.distributed_sampler
import time:       163 |        163 |           timm.data.random_erasing
import time:       239 |        239 |           timm.data.mixup
import time:      1144 |       1144 |             timm.data.transforms
import time:       539 |        539 |             timm.data.naflex_transforms
import time:       477 |       2159 |           timm.data.transforms_factory
import time:       475 |       3233 |         timm.data.loader
import time:       466 |        466 |         timm.data.naflex_dataset
import time:       259 |        259 |           timm.data.naflex_random_erasing
import time:       305 |        563 |         timm.data.naflex_loader
import time:       299 |        299 |         timm.data.naflex_mixup
import time:       146 |        146 |         timm.data.real_labels
import time:       389 |      14966 |       timm.data
import time:       310 |        310 |           timm.models._manipulate
import time:       556 |        865 |         timm.models._features
import time:       234 |        234 |         timm.models._features_fx
import time:       464 |        464 |               safetensors._safetensors_rust
import time:       164 |        627 |             safetensors
import time:       588 |       1215 |           safetensors.torch
import time:       499 |       1713 |         timm.models._helpers
import time:      2330 |       2330 |           timm.models._pretrained
import time:       574 |        574 |           huggingface_hub
import time:       464 |        464 |               httpcore._models
import time:       102 |        102 |                       httpcore._backends
import time:       297 |        297 |                       httpcore._exceptions
import time:       124 |        124 |                       httpcore._utils
import time:       297 |        297 |                       httpcore._backends.base
import time:       388 |       1206 |                     httpcore._backends.sync
import time:       134 |        134 |                         certifi.core
import time:       174 |        308 |                       certifi
import time:       117 |        425 |                     httpcore._ssl
import time:        88 |         88 |                       trio
import time:       168 |        168 |                           anyio._core
import time:       493 |        660 |                         anyio._core._contextmanagers
import time:       314 |        314 |                           anyio._core._exceptions
import time:        78 |         78 |                           sniffio
import time:       255 |        645 |                         anyio._core._eventloop
import time:      5673 |       5673 |                               anyio.abc._eventloop
import time:       471 |        471 |                               anyio.abc._resources
import time:       232 |        232 |                                 anyio._core._typedattr
import time:       310 |        310 |                                   anyio.abc._tasks
import time:       995 |       1305 |                                 anyio.abc._streams
import time:      1047 |       2583 |                               anyio.abc._sockets
import time:       303 |        303 |                               anyio.abc._subprocesses
import time:       262 |        262 |                               anyio.abc._testing
import time:      1443 |       1443 |                                 anyio.lowlevel
import time:       441 |        441 |                                 anyio._core._tasks
import time:       233 |        233 |                                 anyio._core._testing
import time:      3198 |       5313 |                               anyio._core._synchronization
import time:      1238 |       1238 |                               anyio.from_thread
import time:       445 |      16284 |                             anyio.abc
import time:       168 |      16451 |                           anyio.to_thread
import time:       918 |      17369 |                         anyio._core._fileio
import time:       154 |        154 |                         anyio._core._resources
import time:       118 |        118 |                         anyio._core._signals
import time:       118 |        118 |                             anyio.streams
import time:      1112 |       1229 |                           anyio.streams.stapled
import time:       997 |        997 |                           anyio.streams.tls
import time:       994 |       3219 |                         anyio._core._sockets
import time:      2559 |       2559 |                           anyio.streams.memory
import time:       374 |       2932 |                         anyio._core._streams
import time:       263 |        263 |                         anyio._core._subprocesses
import time:       624 |        624 |                         anyio._core._tempfile
import time:       896 |      26876 |                       anyio
import time:       342 |      27305 |                     httpcore._synchronization
import time:       195 |        195 |                     httpcore._trace
import time:       110 |        110 |                             h11._abnf
import time:       424 |        424 |                               h11._util
import time:       804 |       1227 |                             h11._headers
import time:      4448 |       5784 |                           h11._events
import time:       434 |        434 |                             h11._receivebuffer
import time:       649 |        649 |                             h11._state
import time:      1375 |       2458 |                           h11._readers
import time:       371 |        371 |                           h11._writers
import time:       643 |       9254 |                         h11._connection
import time:       154 |        154 |                         h11._version
import time:       190 |       9597 |                       h11
import time:       198 |        198 |                       httpcore._sync.interfaces
import time:       552 |      10346 |                     httpcore._sync.http11
import time:       360 |      39835 |                   httpcore._sync.connection
import time:       313 |        313 |                   httpcore._sync.connection_pool
import time:       305 |        305 |                   httpcore._sync.http_proxy
import time:        76 |         76 |                       h2
import time:        34 |        110 |                     h2.config
import time:       281 |        390 |                   httpcore._sync.http2
import time:        75 |         75 |                     socksio
import time:       197 |        272 |                   httpcore._sync.socks_proxy
import time:       304 |      41415 |                 httpcore._sync
import time:        44 |      41459 |               httpcore._sync.connection_pool
import time:       293 |      42215 |             httpcore._api
import time:       347 |        347 |                 httpcore._backends.auto
import time:       237 |        237 |                   httpcore._async.interfaces
import time:       674 |        911 |                 httpcore._async.http11
import time:       339 |       1596 |               httpcore._async.connection
import time:       341 |        341 |               httpcore._async.connection_pool
import time:       318 |        318 |               httpcore._async.http_proxy
import time:        74 |         74 |                   h2
import time:        43 |        116 |                 h2.config
import time:       293 |        409 |               httpcore._async.http2
import time:        67 |         67 |                 socksio
import time:       213 |        280 |               httpcore._async.socks_proxy
import time:       320 |       3261 |             httpcore._async
import time:       215 |        215 |             httpcore._backends.mock
import time:       185 |        185 |             httpcore._backends.anyio
import time:       102 |        102 |               trio
import time:       177 |        278 |             httpcore._backends.trio
import time:       864 |      47015 |           httpcore
import time:       159 |        159 |             httpx.__version__
import time:       551 |        551 |                   httpx._exceptions
import time:      1101 |       1101 |                       calendar
import time:      2952 |       4052 |                     http.cookiejar
import time:        94 |         94 |                           _winapi
import time:        78 |         78 |                           winreg
import time:       604 |        774 |                         mimetypes
import time:       991 |        991 |                         httpx._types
import time:       196 |        196 |                         httpx._utils
import time:       481 |       2440 |                       httpx._multipart
import time:       418 |       2858 |                     httpx._content
import time:        97 |         97 |                       brotli
import time:        51 |         51 |                       brotlicffi
import time:        45 |         45 |                       zstandard
import time:       355 |        547 |                     httpx._decoders
import time:       859 |        859 |                     httpx._status_codes
import time:       166 |        166 |                           idna.idnadata
import time:        99 |         99 |                           idna.intranges
import time:       868 |       1133 |                         idna.core
import time:       290 |        290 |                         idna.package_data
import time:       265 |       1686 |                       idna
import time:      1707 |       1707 |                       httpx._urlparse
import time:       446 |       3839 |                     httpx._urls
import time:       913 |      13066 |                   httpx._models
import time:       631 |      14246 |                 httpx._auth
import time:       312 |        312 |                 httpx._config
import time:     60918 |      60918 |                       httpx._transports.base
import time:     45115 |     106033 |                     httpx._transports.asgi
import time:     82329 |      82329 |                     httpx._transports.default
import time:       559 |        559 |                     httpx._transports.mock
import time:    130359 |     130359 |                     httpx._transports.wsgi
import time:       382 |     319660 |                   httpx._transports
import time:        91 |     319751 |                 httpx._transports.base
import time:      2686 |     336994 |               httpx._client
import time:       310 |     337303 |             httpx._api
import time:      1247 |       1247 |                     click._compat
import time:       311 |        311 |                       click.globals
import time:       793 |        793 |                       click.utils
import time:      1156 |       2259 |                     click.exceptions
import time:      5706 |       9211 |                   click.types
import time:       696 |        696 |                   click._utils
import time:       672 |        672 |                     click.parser
import time:       621 |       1293 |                   click.formatting
import time:       732 |        732 |                   click.termui
import time:      3040 |      14970 |                 click.core
import time:       775 |        775 |                 click.decorators
import time:       812 |      16557 |               click
import time:     84912 |      84912 |                 pygments
import time:     99345 |      99345 |                 pygments.lexers._mapping
import time:      1065 |       1065 |                 pygments.modeline
import time:     75286 |      75286 |                 pygments.plugin
import time:     69429 |      69429 |                 pygments.util
import time:     73966 |     404001 |               pygments.lexers
import time:       780 |        780 |                   rich._extension
import time:    116510 |     117290 |                 rich
import time:    109913 |     109913 |                 rich._null_file
import time:       568 |        568 |                 rich.errors
import time:      1131 |       1131 |                             rich.color_triplet
import time:     59315 |      60446 |                           rich.palette
import time:     56386 |     116832 |                         rich._palettes
import time:    124832 |     124832 |                         rich.repr
import time:    114191 |     114191 |                         rich.terminal_theme
import time:    102077 |     457930 |                       rich.color
import time:    134121 |     592050 |                     rich.style
import time:     63127 |     655177 |                   rich.default_styles
import time:     77856 |      77856 |                   rich.theme
import time:       494 |     733526 |                 rich.themes
import time:      1001 |       1001 |                 rich._emoji_replace
import time:    108187 |     108187 |                 rich._export_format
import time:       375 |        375 |                 rich._fileno
import time:       815 |        815 |                     rich._loop
import time:       423 |        423 |                     rich._pick
import time:       659 |        659 |                           rich._unicode_data._versions
import time:    129711 |     130370 |                         rich._unicode_data
import time:     59380 |     189749 |                       rich.cells
import time:    108979 |     298727 |                     rich._wrap
import time:    109973 |     109973 |                           rich.segment
import time:     58197 |     168170 |                         rich.jupyter
import time:       411 |        411 |                           rich.protocol
import time:     84371 |      84781 |                         rich.measure
import time:     60035 |     312985 |                       rich.constrain
import time:     73284 |     386269 |                     rich.align
import time:    104761 |     104761 |                     rich.containers
import time:    101003 |     101003 |                     rich.control
import time:    140118 |     140118 |                     rich.emoji
import time:    122799 |    1154910 |                   rich.text
import time:     61876 |    1216785 |                 rich._log_render
import time:     92081 |      92081 |                 rich.highlighter
import time:     69332 |      69332 |                 rich.markup
import time:       721 |        721 |                 rich.pager
import time:       850 |        850 |                 rich.region
import time:     81376 |      81376 |                 rich.screen
import time:     66781 |      66781 |                 rich.styled
import time:    149692 |    2748471 |               rich.console
import time:     96479 |      96479 |                 rich.filesize
import time:     74932 |      74932 |                     rich.ansi
import time:    135211 |     210142 |                   rich.file_proxy
import time:     94690 |      94690 |                   rich.live_render
import time:     85553 |     390385 |                 rich.live
import time:     93246 |      93246 |                 rich.progress_bar
import time:    135795 |     135795 |                   rich._spinners
import time:    114033 |     114033 |                     rich.box
import time:     97669 |      97669 |                     rich._ratio
import time:     74053 |      74053 |                     rich.padding
import time:    115654 |     401407 |                   rich.table
import time:     83419 |     620620 |                 rich.spinner
import time:     66082 |    1266809 |               rich.progress
import time:    113348 |     113348 |                   pygments.filter
import time:    128860 |     128860 |                     pygments.token
import time:    110501 |     239361 |                   pygments.filters
import time:    100804 |     100804 |                   pygments.regexopt
import time:    178610 |     632122 |                 pygments.lexer
import time:     90147 |      90147 |                 pygments.style
import time:     83248 |      83248 |                   pygments.styles._mapping
import time:     98452 |     181699 |                 pygments.styles
import time:     76072 |     980038 |               rich.syntax
import time:    124593 |    5540466 |             httpx._main
import time:       750 |    5878677 |           httpx
import time:       610 |        610 |             tqdm.autonotebook
import time:    102398 |     102398 |             tqdm.asyncio
import time:       913 |     103920 |           tqdm.auto
import time:    109133 |     109133 |             tqdm.contrib
import time:    114159 |     223292 |           tqdm.contrib.concurrent
import time:     66958 |      66958 |               huggingface_hub.errors
import time:    105254 |     105254 |                 huggingface_hub.constants
import time:     95537 |     200791 |               huggingface_hub.utils.tqdm
import time:      5446 |       5446 |                 configparser
import time:    179148 |     179148 |                 huggingface_hub.utils._runtime
import time:    113474 |     298068 |               huggingface_hub.utils._auth
import time:     61865 |      61865 |               huggingface_hub.utils._cache_assets
import time:     64058 |      64058 |                 huggingface_hub.utils.logging
import time:    116348 |     116348 |                 huggingface_hub.utils._parsing
import time:     98697 |      98697 |                   huggingface_hub.utils._detect_agent
import time:     96413 |     195110 |                 huggingface_hub.utils._terminal
import time:     77403 |     452918 |               huggingface_hub.utils._cache_manager
import time:       384 |        384 |               huggingface_hub.utils._chunk_utils
import time:    101635 |     101635 |               huggingface_hub.utils._datetime
import time:     52342 |      52342 |               huggingface_hub.utils._experimental
import time:    110743 |     110743 |                   yaml.error
import time:    120500 |     120500 |                   yaml.tokens
import time:    132034 |     132034 |                   yaml.events
import time:     95281 |      95281 |                   yaml.nodes
import time:     81112 |      81112 |                     yaml.reader
import time:    210679 |     210679 |                     yaml.scanner
import time:       513 |        513 |                     yaml.parser
import time:     34133 |      34133 |                     yaml.composer
import time:    119775 |     119775 |                     yaml.constructor
import time:    113720 |     113720 |                     yaml.resolver
import time:     78395 |     638324 |                   yaml.loader
import time:     61619 |      61619 |                     yaml.emitter
import time:    110365 |     110365 |                     yaml.serializer
import time:     66434 |      66434 |                     yaml.representer
import time:    106221 |     344638 |                   yaml.dumper
import time:    120586 |     120586 |                     yaml._yaml
import time:     89252 |     209838 |                   yaml.cyaml
import time:    106283 |    1757638 |                 yaml
import time:       554 |        554 |                     filelock._error
import time:    112024 |     112024 |                     filelock._util
import time:     93823 |     206400 |                   filelock._api
import time:      1419 |       1419 |                           _sqlite3
import time:       559 |       1978 |                         sqlite3.dbapi2
import time:       452 |       2429 |                       sqlite3
import time:     71577 |      74006 |                     filelock._read_write
import time:    107050 |     181056 |                   filelock._async_read_write
import time:    113466 |     113466 |                   filelock._soft
import time:     68569 |      68569 |                       filelock._soft_rw._sync
import time:    100802 |     169370 |                     filelock._soft_rw._async
import time:       473 |     169843 |                   filelock._soft_rw
import time:     87429 |      87429 |                   filelock._unix
import time:     47937 |      47937 |                   filelock._windows
import time:     71112 |      71112 |                   filelock.asyncio
import time:       342 |        342 |                   filelock.version
import time:     78734 |     956315 |                 filelock
import time:     83629 |    2797582 |               huggingface_hub.utils._fixes
import time:     49876 |      49876 |                 huggingface_hub.utils._subprocess
import time:     97782 |     147657 |               huggingface_hub.utils._git_credential
import time:     66609 |      66609 |                   huggingface_hub.utils._typing
import time:     63593 |     130202 |                 huggingface_hub.utils._validators
import time:    105960 |     236161 |               huggingface_hub.utils._headers
import time:    118194 |     118194 |               huggingface_hub.utils._hf_uris
import time:     59029 |      59029 |                 huggingface_hub.utils._lfs
import time:    106465 |     165493 |               huggingface_hub.utils._http
import time:       548 |        548 |               huggingface_hub.utils._pagination
import time:     78474 |      78474 |               huggingface_hub.utils._paths
import time:     80660 |      80660 |               huggingface_hub.utils._safetensors
import time:    108183 |     108183 |               huggingface_hub.utils._telemetry
import time:    129437 |     129437 |               huggingface_hub.utils._xet
import time:    126979 |    5224320 |             huggingface_hub.utils
import time:        86 |    5224406 |           huggingface_hub.utils._xet
import time:    117321 |     117321 |           huggingface_hub._buckets
import time:    144666 |     144666 |               huggingface_hub._local_folder
import time:       476 |        476 |                 huggingface_hub.utils.insecure_hashlib
import time:    118786 |     119262 |               huggingface_hub.utils.sha
import time:    120751 |     384677 |             huggingface_hub.file_download
import time:    105282 |     105282 |             huggingface_hub.lfs
import time:    130140 |     620099 |           huggingface_hub._commit_api
import time:    113233 |     113233 |           huggingface_hub._dataset_viewer
import time:    161235 |     161235 |           huggingface_hub._eval_results
import time:    108263 |     108263 |           huggingface_hub._inference_endpoints
import time:     72724 |      72724 |             huggingface_hub._space_api
import time:    124293 |     197016 |           huggingface_hub._jobs_api
import time:    232066 |     232066 |           huggingface_hub._upload_large_folder
import time:    136743 |     136743 |           huggingface_hub.community
import time:    144544 |     144544 |           huggingface_hub.repocard_data
import time:    150041 |     150041 |           huggingface_hub.utils._deprecation
import time:     81355 |      81355 |           huggingface_hub.utils._verification
import time:     91024 |      91024 |           huggingface_hub.utils.endpoint_helpers
import time:     57242 |   13690386 |         timm.models._hub
import time:     40388 |      40388 |         timm.models._prune
import time:     64887 |      64887 |         timm.models._registry
import time:      1045 |   13799516 |       timm.models._builder
import time:      1809 |   13816290 |     timm.models.beit
import time:    111309 |     111309 |       timm.models.byobnet
import time:    100758 |     212067 |     timm.models.byoanet
import time:     87271 |      87271 |     timm.models.cait
import time:    102966 |     102966 |     timm.models.coat
import time:    107401 |     107401 |     timm.models.convit
import time:    121169 |     121169 |     timm.models.convmixer
import time:     65004 |      65004 |     timm.models.convnext
import time:    127080 |     127080 |       timm.models.vision_transformer
import time:     83529 |     210609 |     timm.models.crossvit
import time:     71593 |      71593 |     timm.models.csatv2
import time:    111686 |     111686 |     timm.models.cspnet
import time:    101202 |     101202 |     timm.models.davit
import time:    111476 |     111476 |     timm.models.deit
import time:    130398 |     130398 |     timm.models.densenet
import time:    120889 |     120889 |     timm.models.dla
import time:     95396 |      95396 |     timm.models.dpn
import time:    112849 |     112849 |     timm.models.edgenext
import time:     75873 |      75873 |     timm.models.efficientformer
import time:     87174 |      87174 |     timm.models.efficientformer_v2
import time:    114855 |     114855 |       timm.models._efficientnet_blocks
import time:    121030 |     121030 |       timm.models._efficientnet_builder
import time:    110187 |     346071 |     timm.models.efficientnet
import time:    100309 |     100309 |     timm.models.efficientvit_mit
import time:    110035 |     110035 |     timm.models.efficientvit_msra
import time:    116645 |     116645 |     timm.models.eva
import time:     94883 |      94883 |     timm.models.fasternet
import time:    103865 |     103865 |     timm.models.fastvit
import time:    130665 |     130665 |     timm.models.focalnet
import time:     94699 |      94699 |     timm.models.gcvit
import time:    120094 |     120094 |       timm.models.naflexvit
import time:    108779 |     228872 |     timm.models.gemma4_vit
import time:    104756 |     104756 |     timm.models.ghostnet
import time:     78488 |      78488 |       timm.models.mobilenetv3
import time:     81454 |     159941 |     timm.models.hardcorenas
import time:    101542 |     101542 |     timm.models.hgnet
import time:    113481 |     113481 |     timm.models.hiera
